block,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,environmental,environmental,environmental,environmental,environmental,environmental,environmental,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,taxa,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,chemical,pollution,pollution,pollution,pollution,pollution,pollution,pollution,pollution
S3,0.496243723,5.287349745,4491,0.0,2.143,33160,0.212,4.599,7.663,0.5824,34600,628.4314251,0.194148177,0.2316,554.4,10480,126.5,159.5,10.29,1.190267469,12.29928321,4.953,21.54325374,0.0,10.73,31.48,0.125621122,0.157359132,0.243611338,3.867985565,10.26,42.95,-82.43,1.2,1.19,3.0,20.33,0.795180208,3.2e-16,3.2e-16,3.2e-16,3.939060601,3.2e-16,0.795180208,3.2e-16,3.2e-16,3.2e-16,0.45169597,0.45169597,6.393832063,0.45169597,3.2e-16,3.2e-16,0.244715159,4.91e-09,4.91e-09,4.91e-09,0.544658672,4.91e-09,0.244715159,4.91e-09,4.91e-09,4.91e-09,0.184438338,0.184438338,0.69391888,0.184438338,4.91e-09,4.91e-09,1.061088697,2.591259374,0.044650412,-1.814429809,-1.103287851,0.330263151,-0.493534672,0.350973469,-0.357052535,-2.256180398,2.658851664,4.673789178,0.818400635,-0.073056324,-0.566071457,-0.449030708,-0.570374547,0.803800764,0.104153726,-0.771859922,3.209593177,-0.006953751,5.202801993,-1.917416857,-0.827938185,-0.23912169,-0.122568058,-0.662121129,-0.332559564,-0.081125106,-5.186230011127405,reference,8.32784022022121,reference,,,medium,
S36,0.141142694,0.289661278,3084,0.0,24.43,21350,0.4238,2.522,5.179,4.045,5405,0.462636755,0.851939914,0.04555,627.1,10380,104.8,85.51,5.943,1.520912548,0.136397494,3.542,0.994413343,33.22,10.06,32.48,0.0,1.417477898,1.172688834,6.193987286,9.86,42.64,-82.51,1.7,1.52,1.0,20.85,3.2e-16,3.2e-16,3.2e-16,3.2e-16,6.131155431,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.2e-16,4.995895602,3.2e-16,3.2e-16,3.2e-16,5.37e-09,5.37e-09,5.37e-09,5.37e-09,0.742302842,5.37e-09,5.37e-09,5.37e-09,5.37e-09,5.37e-09,5.37e-09,5.37e-09,0.670064543,5.37e-09,5.37e-09,5.37e-09,-0.336335514,-0.443836432,-0.561276712,-1.814429809,0.60564494,-0.561606422,0.264886152,-1.086244029,-0.937915177,-0.950385866,-1.06962253,-0.633864108,3.629353267,-0.631192194,-0.392893128,-0.47058562,-1.011967907,-1.00445788,-0.803834262,-0.41170979,-0.495166164,-0.340597198,0.396113763,0.897471908,-0.97177205,-0.189814047,-0.593025552,0.601366071,1.355240692,0.291313438,6.426547077478375,degraded,3.9320165804944773,medium,99.0,94.0,degraded,94.0
S37,0.0,0.853294,2593,0.0,23.66,28410,0.3761,2.641,4.328,2.15,5127,2.579954598,0.0,0.1367,593.3,10500,116.8,121.8,5.043,1.212543791,0.441457682,1.693,0.335424989,32.2,8.69,19.97,0.0,0.139812281,0.145481958,1.383486049,9.99,42.58,-82.57,1.56,1.21,1.0,20.31,1.304854582,3.2e-16,2.584962501,3.2e-16,6.08246216,0.667424661,0.371968777,3.2e-16,3.2e-16,3.2e-16,3.2e-16,1.745427173,4.527247003,3.2e-16,1.304854582,3.2e-16,0.264941927,4.15e-09,0.372903755,4.15e-09,0.572017534,0.189483221,0.14145649,4.15e-09,4.15e-09,4.15e-09,4.15e-09,0.306422393,0.493499513,4.15e-09,0.264941927,4.15e-09,-1.017336824,0.250840971,-0.840821158,-1.814429809,0.580512977,0.01709286,0.104422282,-0.983219783,-1.192639483,-1.4808273,-1.175657275,0.149526159,-0.318234281,-0.346328136,-0.470767458,-0.444744412,-0.757667353,0.020449576,-1.06311715,-0.745938803,-0.137029626,-0.985260252,-0.398894928,0.873360894,-1.295172207,-0.950566326,-0.593025552,-0.688326649,-0.58119856,-0.762097793,8.844179021444903,degraded,7.668194831269204,degraded,82.0,45.0,medium,45.0
S38,0.0,0.313757649,1397,0.0,16.84,17350,0.2379,1.455,2.22,0.9587,2856,0.265166466,0.263474348,0.04776,280.0,6581,60.02,89.93,2.374,0.541078317,0.72787942,1.813,0.651515189,19.4,4.537,12.61,0.0,0.216414215,0.153115326,0.429228067,10.03,42.57,-82.58,1.54,0.54,0.8,20.01,3.2e-16,3.2e-16,2.508772938,3.2e-16,5.871125675,0.31836148,0.79970135,3.2e-16,3.2e-16,3.2e-16,0.79970135,3.2e-16,5.17239664,3.2e-16,0.991066875,3.2e-16,4.41e-09,4.41e-09,0.390391996,4.41e-09,0.597215285,0.139069049,0.220411445,4.41e-09,4.41e-09,4.41e-09,0.220411445,4.41e-09,0.560552297,4.41e-09,0.245370138,4.41e-09,-1.017336824,-0.408369522,-1.837661014,-1.814429809,0.31589581,-0.981835972,-0.393965024,-2.205184717,-2.058325367,-2.015915791,-2.35050034,-0.76079905,1.179905043,-0.623996186,-1.525273843,-1.49503228,-2.314620026,-0.858664159,-2.151547615,-1.672358378,0.135934755,-0.931493422,0.022182958,0.485314869,-2.663800435,-1.653484583,-0.593025552,-0.576754877,-0.561106994,-1.249791101,8.261016709887882,degraded,8.85442845635076e-05,medium,80.0,42.0,medium,42.0
S39,0.0,0.448774287,2505,0.0,27.71,27480,0.4014,3.105,4.15,3.832,5642,0.544815824,0.0,0.05687,513.8,14540,109.1,118.1,5.454,0.850441043,0.0,2.082,0.889877736,34.29,7.617,26.79,0.567358185,0.162219875,0.147547178,0.682562578,9.17,42.56,-82.63,1.6,0.85,2.0,20.96,3.2e-16,3.2e-16,3.2e-16,0.540568381,5.853451337,0.540568381,3.2e-16,2.212993723,3.2e-16,3.2e-16,3.2e-16,2.740240726,5.05626822,3.2e-16,0.540568381,0.295455884,4.24e-09,4.24e-09,4.24e-09,0.174364487,0.57377117,0.174364487,4.24e-09,0.352795314,4.24e-09,4.24e-09,4.24e-09,0.39257901,0.533270757,4.24e-09,0.174364487,0.128907753,-1.017336824,-0.220943673,-0.896477055,-1.814429809,0.704805798,-0.050325751,0.190212515,-0.61133516,-1.251050219,-0.998967581,-0.983446228,-0.586022843,-0.318234281,-0.594492379,-0.67293998,0.287105816,-0.917671828,-0.069061743,-0.940231079,-1.203740142,-0.687740036,-0.818859088,0.289403501,0.922004403,-1.582174986,-0.492700045,1.193593982,-0.65493206,-0.575749573,-1.094181244,8.446216002425992,degraded,8.844179021444903,medium,90.0,65.0,medium,65.0
S4,0.169936729,2.199411867,2666,2.188,31.79,40140,0.5341,2.991,5.672,4.058,7506,25.61472915,0.937635224,1.323,641.7,13710,140.7,101.6,5.723,1.462678866,0.0,2.986,3.553462713,44.97,12.34,30.0,0.0,0.545387647,0.228948732,6.806352755,9.97,42.92,-82.45,1.1,1.46,4.6,20.03,2.321928095,2.321928095,1.222392421,3.2e-16,5.309855263,1.874469118,3.2e-16,3.2e-16,3.2e-16,3.2e-16,1.874469118,3.2e-16,4.922832139,4.087462841,1.222392421,3.2e-16,0.303800624,0.303800624,0.220429443,3.57e-09,0.459415475,0.272962774,3.57e-09,3.57e-09,3.57e-09,3.57e-09,0.272962774,3.57e-09,0.442355867,0.403079942,0.220429443,3.57e-09,-0.207802393,1.296928222,-0.796066523,0.360757745,0.81341732,0.717221155,0.616246566,-0.698654517,-0.805958165,-0.947487561,-0.410187877,1.90525664,3.919125591,2.089489802,-0.360543075,0.154960199,-0.320433856,-0.505376872,-0.863969459,-0.471576889,-0.687740036,-0.501641252,2.032387326,1.132665779,-0.513398705,-0.314955891,-0.593025552,-0.16615993,-0.368437569,0.369214236,9.078866184095629,degraded,-1.2546993804586992,medium,97.0,86.0,degraded,86.0
S40,0.319128367,0.688691347,3352,1.229,15.66,27400,0.4001,2.884,5.548,4.687,6656,4.219187312,0.0,1.043,725.1,12450,134.3,115.8,6.394,1.745112519,1.781279545,3.962,0.623784633,11.05,10.5,27.03,0.182756724,0.262312283,0.423285359,3.939834289,9.44,42.55,-82.66,1.87,1.75,8.0,20.61,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.996929782,3.2e-16,0.748694887,1.604458676,3.2e-16,3.2e-16,3.2e-16,1.239119508,5.792380848,0.748694887,4.37350144,2.832373382,3.87e-09,3.87e-09,3.87e-09,3.87e-09,0.432817883,3.87e-09,0.187324409,0.27422447,3.87e-09,3.87e-09,3.87e-09,0.24098973,0.521039312,0.187324409,0.452748035,0.364348671,0.411259459,0.072641524,-0.426941318,-0.310602303,0.259960655,-0.056231389,0.185842206,-0.782911794,-0.838206868,-0.815482069,-0.651539951,0.479465232,-0.318234281,1.651762636,-0.188774154,-0.061777571,-0.429828962,-0.126116503,-0.686298095,-0.19346099,0.852859625,-0.231521895,-0.011380502,0.065831496,-0.876366385,-0.478717517,0.074277593,-0.513222662,0.0756624,-0.067153535,3.0019958599585754,medium,-0.6388169355571074,medium,85.0,53.0,medium,53.0
S41,0.0,0.0,3515,2.125,20.5,36130,0.2845,2.984,7.191,11.78,7503,0.91852297,0.0,0.2046,711.1,16570,171.1,84.99,7.455,1.002689205,0.949513921,3.375,0.0,28.65,12.68,26.89,0.213795634,0.293173166,0.229145227,1.630379862,9.57,42.54,-82.67,1.88,1.0,9.0,20.48,3.2e-16,3.2e-16,3.2e-16,3.2e-16,4.700439718,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.222392421,5.988684687,3.2e-16,2.36923381,3.2e-16,4.44e-09,4.44e-09,4.44e-09,4.44e-09,0.537318794,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,0.444889342,0.606496797,4.44e-09,0.381475586,4.44e-09,-1.017336824,-0.931202903,-0.350393783,0.323310926,0.468426405,0.504021604,-0.2199524,-0.704097224,-0.453360427,0.096411885,-0.410990677,-0.396412245,-0.318234281,-0.148600561,-0.216183755,0.580927898,0.139616352,-1.022097685,-0.435875503,-1.001204639,0.317697915,-0.386797956,-0.972207638,0.783254317,-0.451849563,-0.486859373,0.177264268,-0.471790785,-0.367953942,-0.668108199,4.650029965634683,medium,7.8111745130293535,reference,64.0,22.0,medium,22.0
S42,0.161214497,0.325156351,4730,2.054,0.0,30430,0.4764,3.452,8.114,18.2,9294,0.367584113,0.0,0.04346,968.4,17340,166.1,111.6,9.935,3.926576217,0.0,4.39,0.753697185,0.0,18.02,54.79,0.823732869,0.524885429,0.354341945,2.393337778,9.65,42.62,-82.52,2.02,3.93,2.0,20.8,1.121073858,1.337776488,1.040948047,3.2e-16,5.983670193,3.2e-16,1.121073858,0.555850752,3.2e-16,0.160286209,3.2e-16,1.526139447,4.958019323,3.2e-16,3.2e-16,0.304531632,0.248808632,0.271794154,0.239752342,4.21e-09,0.574820377,4.21e-09,0.248808632,0.175197309,4.21e-09,0.094079805,4.21e-09,0.290298933,0.523241809,4.21e-09,4.21e-09,0.129677472,-0.246400336,-0.391818066,0.128245068,0.280193283,-2.039329996,0.156229354,0.435716413,-0.359745005,-0.26981155,0.55481349,0.018903576,-0.692672501,-0.318234281,-0.638011476,0.218074074,0.683047907,0.069830721,-0.23326415,0.044486826,1.304603402,-0.687740036,-0.129482526,0.141172667,-1.917416857,0.354094549,0.640518165,1.795879446,-0.189069074,-0.074536558,-0.42524285,-9.60181464671441,reference,-2.9489776375099224,medium,73.0,29.0,medium,29.0
S43,0.43747463,0.344427283,3748,1.988,23.27,36780,0.487,3.209,7.527,14.96,7807,1.614323143,0.0,0.111,837.6,17600,155.4,97.54,9.244,2.551171759,0.351384151,4.069,0.369299894,30.7,15.0,40.86,0.0,0.331282436,0.154182287,1.636734686,9.49,42.61,-82.53,2.09,2.55,2.0,20.38,3.2e-16,3.2e-16,0.360747344,3.2e-16,5.598221721,3.2e-16,1.095157233,2.395436765,3.2e-16,3.2e-16,0.360747344,1.710493383,5.502018076,3.2e-16,3.2e-16,3.2e-16,4.34e-09,4.34e-09,0.145574663,4.34e-09,0.573468107,4.34e-09,0.253642754,0.375125492,4.34e-09,4.34e-09,0.145574663,0.316989533,0.568519322,4.34e-09,4.34e-09,4.34e-09,0.854411014,-0.364156927,-0.246921303,0.239203442,0.567482777,0.540140317,0.469404536,-0.533765221,-0.384253317,0.346661323,-0.331228942,-0.125585186,-0.318234281,-0.42426563,0.014018266,0.716508411,-0.086804105,-0.623508125,-0.077422442,0.46603005,-0.234211082,-0.205209727,-0.349244097,0.836522997,-0.06874575,0.173415113,-0.593025552,-0.421971157,-0.558309275,-0.665807172,5.403959668731826,degraded,-0.13441521136760604,medium,87.0,57.0,medium,57.0
S44,0.229197466,0.275888956,3974,2.487,15.68,30530,0.3729,3.4,8.815,13.79,8034,0.599577245,0.0,0.1539,836.6,13720,154.8,86.93,9.319,1.952547647,0.115966349,4.106,0.114292949,8.033,15.19,36.94,0.191722389,0.355693363,0.226871234,3.717479182,10.28,42.62,-82.62,1.68,1.95,10.0,20.88,3.2e-16,1.547487795,3.2e-16,3.2e-16,4.989558253,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.119739244,5.725825037,3.2e-16,2.7589919,1.547487795,4.03e-09,0.280350151,4.03e-09,4.03e-09,0.503405813,4.03e-09,4.03e-09,4.03e-09,4.03e-09,4.03e-09,4.03e-09,0.398057972,0.539269942,4.03e-09,0.374336685,0.280350151,0.047060007,-0.464406426,-0.15252701,0.528950153,0.260941311,0.162875159,0.093459145,-0.39617125,-0.142432416,0.260917784,-0.273669838,-0.5555359,-0.318234281,-0.295145803,0.012338479,0.156599435,-0.095901966,-0.95682245,-0.063799006,-0.006859813,-0.522490396,-0.196240194,-0.75770795,-0.163785983,-0.03987599,0.013534989,0.104300547,-0.390803007,-0.373555602,-0.11107314,-0.4454804050195017,medium,3.4401047544272014,medium,54.0,13.0,reference,13.0
S45,0.112345843,0.552584891,5574,2.646,19.39,36370,0.5328,4.077,10.88,18.91,9776,1.424789333,0.0,0.08443,1193.0,18760,187.0,92.47,12.58,2.80873463,0.0,4.841,0.236252688,9.992,18.24,51.72,0.527991983,0.449754493,0.311478469,7.362433945,9.46,42.62,-82.58,2.06,2.81,4.0,20.35,1.280107919,3.2e-16,0.267933205,3.2e-16,5.62548521,3.2e-16,3.2e-16,1.786169592,3.2e-16,3.2e-16,3.2e-16,1.698173111,5.53313105,3.2e-16,3.2e-16,3.2e-16,0.281181313,4.45e-09,0.128640119,4.45e-09,0.589444821,4.45e-09,4.45e-09,0.332142544,4.45e-09,4.45e-09,4.45e-09,0.323857637,0.58458631,4.45e-09,4.45e-09,4.45e-09,-0.468166713,-0.088356848,0.392961933,0.612605285,0.42509859,0.517432854,0.61225445,0.047545326,0.185803739,0.595708395,0.120444042,-0.191452455,-0.318234281,-0.506760302,0.511447525,0.860009929,0.348775502,-0.778056094,0.449060381,0.645389795,-0.687740036,-0.030378264,-0.551840918,-0.007390557,0.382219256,0.548484622,1.092465297,-0.275736385,-0.171823111,0.434832234,-0.6058899639448938,medium,-0.44331366920156867,medium,71.0,25.0,medium,25.0
S46,0.914846294,0.628538233,6579,3.203,25.0,39960,0.6166,4.942,11.42,26.32,12550,2.232511352,0.0,0.133,1249.0,23090,219.9,104.6,14.69,3.46772889,0.175523365,6.999,0.677944947,12.25,18.83,64.57,0.524642391,0.663768762,0.196777299,5.253479764,10.15,42.62,-82.67,2.33,3.47,0.9,21.56,1.764371752,0.752689946,1.439532061,3.2e-16,5.430395267,3.2e-16,3.093263794,1.439532061,0.752689946,3.2e-16,3.2e-16,3.877609802,4.878953719,3.2e-16,3.2e-16,1.019628807,0.268638005,0.175460945,0.242651554,3.62e-09,0.471289894,3.62e-09,0.355697559,0.242651554,0.175460945,3.62e-09,3.62e-09,0.398248784,0.446720369,3.62e-09,3.62e-09,0.204217735,2.333443127,0.003149728,0.660237516,0.879332443,0.623763706,0.70811707,0.862910449,0.535316222,0.26221692,0.952039062,0.622095482,0.060177386,-0.318234281,-0.357439475,0.575974766,1.326913657,0.730490296,-0.421053335,0.718786915,1.054173672,-0.44418445,0.357390847,0.053651549,0.141472562,0.456085689,0.903162288,1.083740519,-0.039550164,-0.448681651,0.157708566,0.12453780409910964,medium,-9.60181464671441,medium,84.0,52.0,medium,52.0
S47,0.193913275,0.114277613,3910,2.835,17.88,34610,0.4231,3.442,7.793,18.1,9208,0.742778522,0.0,0.05784,728.4,17640,190.1,76.17,9.908,2.11245298,0.196425346,4.304,0.17148817,9.21,14.29,43.68,0.557672217,0.347855799,0.154621376,5.240831368,9.3,42.62,-82.68,2.05,2.11,6.0,20.99,1.065500744,3.2e-16,3.2e-16,3.2e-16,5.933319805,3.2e-16,3.2e-16,2.809605617,3.2e-16,3.2e-16,3.2e-16,2.270569789,3.873931501,0.628958405,3.977655283,3.2e-16,0.227651318,3.95e-09,3.95e-09,3.95e-09,0.537207627,3.95e-09,3.95e-09,0.369671502,3.95e-09,3.95e-09,3.95e-09,0.332323244,0.434079484,0.174905817,0.439852295,3.95e-09,-0.103165098,-0.72389018,-0.178702108,0.707423183,0.362208427,0.416957422,0.262570436,-0.366716895,-0.331448056,0.548932463,0.000234113,-0.480495999,-0.318234281,-0.591365913,-0.182390303,0.721612268,0.387486822,-1.338731056,0.039869807,0.128244552,-0.417639904,-0.149319172,-0.658495863,-0.066193341,-0.179748272,0.279425304,1.168949062,-0.400748506,-0.557158676,0.155777869,-0.25134640113474327,medium,2.817662594074301,degraded,60.0,18.0,reference,18.0
S48,0.28244484,0.697433474,2958,4.488,18.11,24590,0.3,2.723,6.139,10.21,6783,4.582212592,0.116895444,0.1353,770.9,7672,135.9,69.76,8.28,1.432949887,1.862399185,5.541,1.25823428,25.49,16.58,28.15,0.0,2.878819538,0.828738888,11.8717781,10.08,42.61,-82.65,1.54,1.43,5.5,20.52,3.2e-16,2.179323699,3.2e-16,3.2e-16,5.784442396,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.2e-16,2.179323699,5.315549182,3.2e-16,3.2e-16,3.2e-16,4.55e-09,0.375470001,4.55e-09,4.55e-09,0.611709356,4.55e-09,4.55e-09,4.55e-09,4.55e-09,4.55e-09,4.55e-09,0.375470001,0.586392549,4.55e-09,4.55e-09,4.55e-09,0.265791035,0.082534308,-0.628522425,1.379822143,0.372105718,-0.275410731,-0.16346914,-0.914169494,-0.689661664,-0.051206866,-0.613583908,0.538316052,0.389966684,-0.350528167,-0.102661041,-1.1502011,-0.402002547,-1.592449497,-0.261996851,-0.502687854,0.896158393,0.109217157,0.642352712,0.69346082,0.161558898,-0.415009948,-0.593025552,1.412386128,0.833911305,0.846103061,1.658077034599831,medium,9.403760153560405,medium,90.0,67.0,medium,67.0
S49,0.277911878,0.772767389,3975,2.667,16.62,34110,0.3921,3.614,7.597,15.1,7928,0.641523289,0.0,0.04947,877.0,15920,163.2,96.98,9.042,2.604518204,0.0,4.976,0.167666168,8.227,16.14,78.02,0.0,0.741514816,0.168625465,3.539244535,8.78,42.6,-82.6,1.84,2.6,7.0,21.17,3.2e-16,3.2e-16,3.2e-16,3.2e-16,4.452050332,3.2e-16,3.2e-16,0.177022633,3.2e-16,3.2e-16,3.2e-16,3.2e-16,6.312148355,3.2e-16,0.606151491,3.2e-16,5.27e-09,5.27e-09,5.27e-09,5.27e-09,0.620923989,5.27e-09,5.27e-09,0.123814869,5.27e-09,5.27e-09,5.27e-09,5.27e-09,0.73934477,5.27e-09,0.229112611,5.27e-09,0.247527414,0.165731278,-0.152121376,0.623380369,0.30575338,0.387480082,0.158858348,-0.24893142,-0.370199168,0.356497316,-0.300342502,-0.532881381,-0.318234281,-0.618438642,0.078655631,0.490958724,0.028391838,-0.640182926,-0.114616988,0.504224358,-0.687740036,-0.002197936,-0.664972972,-0.146854764,0.099571741,1.206553512,-0.593025552,0.038789032,-0.520689693,-0.147799627,-0.5230925718544974,medium,-12.710383285688174,medium,62.0,20.0,reference,20.0
S5,0.135384399,4.798342351,6711,4.298,27.48,43960,1.024,6.032,11.52,13.48,11920,56.12861649,0.0,2.675,1808.0,17620,202.7,146.3,16.35,2.761551748,0.0,16.03,3.744199465,18.92,21.64,71.07,0.296264592,0.573262578,0.25775664,9.814389226,8.5,42.87,-82.46,1.68,2.76,1.5,19.86,3.2e-16,3.2e-16,0.669903596,0.50804223,4.220684066,0.27626977,1.803434671,3.2e-16,0.550241642,3.2e-16,3.2e-16,4.954785534,5.530100369,3.2e-16,1.803434671,0.550241642,3.92e-09,3.92e-09,0.179173884,0.156033719,0.449738406,0.115062879,0.29398066,3.92e-09,0.162384765,3.92e-09,3.92e-09,0.48728269,0.514795878,3.92e-09,0.29398066,0.162384765,-0.362428688,2.436133437,0.69226726,1.313717211,0.6982313,0.901367197,1.921262594,1.05750198,0.276002187,0.237061315,0.518661578,2.573761702,-0.318234281,3.652729198,1.096351931,0.719061788,0.53862052,0.552698866,0.906607777,0.613458656,-0.687740036,1.289350325,2.113720997,0.466342911,0.780174855,1.056855068,0.438600672,-0.135495333,-0.298346012,0.680026526,2.3863049637589198,medium,4.977614405031903,medium,96.0,83.0,degraded,83.0
S50,0.136659669,0.266645128,3618,2.019,18.61,19680,0.2125,3.462,6.669,11.02,6170,0.275845669,0.0,0.03069,726.7,11880,102.5,75.78,7.316,2.147885923,0.134362257,2.458,0.585683976,25.05,12.08,28.17,0.0,0.263417381,0.839579287,0.746809452,9.85,42.59,-82.63,1.59,2.15,2.2,20.73,3.2e-16,3.2e-16,3.2e-16,3.2e-16,6.086383653,3.2e-16,2.501061243,3.2e-16,3.2e-16,3.2e-16,3.2e-16,2.26710407,4.525686691,3.2e-16,1.430239906,0.885541275,4.25e-09,4.25e-09,4.25e-09,4.25e-09,0.586464733,4.25e-09,0.375945077,4.25e-09,4.25e-09,4.25e-09,4.25e-09,0.35792989,0.505713423,4.25e-09,0.284293339,0.223700339,-0.35663853,-0.478337683,-0.303832064,0.258567825,0.393216839,-0.726589795,-0.491592413,-0.352788757,-0.566557058,0.027364239,-0.803798293,-0.753442626,-0.318234281,-0.679976643,-0.185675338,-0.167137479,-1.063991038,-1.353555011,-0.466833706,0.157241391,-0.497865928,-0.676891273,-0.058442304,0.680115049,-0.561533604,-0.413894693,-0.593025552,-0.511721621,0.851790107,-1.058447452,3.5558437027035428,medium,2.3610011301129745,degraded,51.0,9.0,reference,9.0
S51,0.0,0.0,1999,2.582,16.83,13060,0.0,2.596,5.502,5.769,5201,0.542916584,0.0,0.07303,206.1,7554,82.17,81.61,4.826,0.542826237,0.996339212,1.722,0.194758936,20.6,10.6,15.9,0.0,0.788161743,0.474871467,0.241612197,9.94,42.52,-82.63,1.48,0.54,0.6,19.92,3.598259323,3.2e-16,3.2e-16,3.2e-16,3.598259323,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.598259323,4.537434131,3.2e-16,5.506032031,3.2e-16,0.415542711,3.92e-09,3.92e-09,3.92e-09,0.415542711,3.92e-09,3.92e-09,3.92e-09,3.92e-09,3.92e-09,3.92e-09,0.415542711,0.466632095,3.92e-09,0.514030402,3.92e-09,-1.017336824,-0.931202903,-1.260183056,0.579379984,0.31543751,-1.557175891,-1.398944442,-1.021777118,-0.850325634,-0.619328801,-1.146880993,-0.587099488,-0.318234281,-0.542776583,-1.954877284,-1.1850466,-1.58160884,-1.139424032,-1.131414516,-1.669454642,0.353445101,-0.972050207,-0.619509439,0.530857812,-0.85519271,-1.301432289,-0.593025552,0.084130123,0.183362384,-1.383983654,2.8918333136339704,medium,-13.709642162966308,reference,48.0,6.0,reference,6.0
S52,0.567453798,0.461222755,1672,1.378,14.85,16190,0.0,1.868,4.06,5.433,4347,12.31754299,0.0,0.1082,248.4,7566,79.05,57.38,3.639,0.758892018,0.155526642,1.211,0.148134942,18.51,8.685,10.45,0.0,0.848459945,0.164875325,0.780160882,9.45,42.49,-82.63,1.47,0.76,4.3,20.75,3.2e-16,3.2e-16,3.2e-16,3.2e-16,4.290677161,5.454739923,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.635588574,4.739539538,3.2e-16,3.2e-16,1.280107919,4.06e-09,4.06e-09,4.06e-09,4.06e-09,0.470278088,0.530247768,4.06e-09,4.06e-09,4.06e-09,4.06e-09,4.06e-09,0.432891631,0.494265048,4.06e-09,4.06e-09,0.256871024,1.300905,-0.204551772,-1.548077825,-0.189203251,0.219221648,-1.12200391,-1.398944442,-1.723109498,-1.281356825,-0.676667033,-1.507054719,1.299290662,-0.318234281,-0.432865553,-1.693223239,-1.181478221,-1.672110077,-2.155145487,-1.55690942,-1.333714162,-0.470024884,-1.228481526,-0.698406898,0.449772104,-1.296434423,-1.934489079,-0.593025552,0.141018638,-0.53041266,-1.040412438,5.013240838342601,medium,-4.022473200081795,medium,75.0,30.0,medium,30.0
S53,0.0,0.0,1449,1.755,12.07,12310,0.07587,1.926,3.24,3.797,3358,0.391788388,0.0,0.0685,193.7,7772,82.11,62.84,3.539,0.511201323,0.125816233,1.844,0.376135376,13.94,5.972,10.71,0.0,0.114378113,0.358675396,0.332628241,9.32,42.45,-82.57,1.53,0.51,1.2,22.45,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.2e-16,6.080373416,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.2e-16,5.101538026,3.2e-16,3.2e-16,3.2e-16,5.35e-09,5.35e-09,5.35e-09,5.35e-09,5.35e-09,5.35e-09,0.737406738,5.35e-09,5.35e-09,5.35e-09,5.35e-09,5.35e-09,0.675448964,5.35e-09,5.35e-09,5.35e-09,-1.017336824,-0.931202903,-1.778767535,0.086885415,0.061590485,-1.676971121,-1.054576431,-1.661035248,-1.585283942,-1.007154863,-2.025386529,-0.67731838,-0.318234281,-0.557194663,-2.041799328,-1.121087969,-1.583317012,-1.893557526,-1.597607984,-1.72250747,-0.509255446,-0.917976417,-0.339374313,0.23712227,-2.100226516,-1.897978842,-0.593025552,-0.727036718,-0.064872921,-1.316524515,3.860803055048922,medium,1.4204019030960964,reference,43.0,5.0,reference,5.0
S54,0.0,0.169528323,1475,2.108,14.92,8906,0.0,2.301,3.001,5.085,4322,0.353968293,0.0,0.116,243.6,3868,80.85,60.83,2.941,0.601560297,0.116268239,1.451,0.197313484,17.64,6.961,12.58,0.0,0.0,0.0,0.203172234,8.91,42.45,-82.58,1.52,0.6,4.3,21.15,3.2e-16,3.2e-16,3.2e-16,3.2e-16,3.2e-16,5.462819554,1.445799753,3.2e-16,3.2e-16,3.2e-16,1.445799753,2.625834782,5.149046272,3.2e-16,2.625834782,3.266140317,3.81e-09,3.81e-09,3.81e-09,3.81e-09,3.81e-09,0.498066343,0.25623169,3.81e-09,3.81e-09,3.81e-09,0.25623169,0.345312632,0.483550866,3.81e-09,0.345312632,0.385120101,-1.017336824,-0.6311716,-1.750108204,0.313076851,0.222823568,-2.332602404,-1.398944442,-1.287160862,-1.685019284,-0.739300603,-1.518636301,-0.701429652,-0.318234281,-0.408962395,-1.720582742,-2.689690001,-1.619476372,-1.987158358,-1.861445618,-1.573748184,-0.522083026,-1.101387926,-0.615276043,0.413424907,-1.775818985,-1.65707276,-0.593025552,-0.912801333,-0.992073942,-1.413973143,4.110719426656303,medium,5.296922559967527,medium,52.0,10.0,reference,10.0
